Accession	Cell	TF	ES	pval.adj	condition	control	treatment
ENCSR140DSL.MAFF.HELA_S3	HELA S3	MAFF	-0.3366	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR149ZBI.ZNF584.K562	K562	ZNF584	-0.34304	0.0701742160278746	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR155KHM.ARNT.K562	K562	ARNT	-0.3398	0.00754985754985755	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR155VDK.ZBTB11.MCF7	MCF7	ZBTB11	-0.36638000000000004	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR157CAU.ZKSCAN1.HEPG2	HEPG2	ZKSCAN1	-0.34749	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR159OCC.ATF1.K562	K562	ATF1	-0.36041999999999996	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR167JBG.DIDO1.K562	K562	DIDO1	-0.33050999999999997	0.0290773067331671	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR171FUX.FOXK2.HEPG2	HEPG2	FOXK2	-0.3331	0.0243057324840764	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR176EXN.JUN.MCF7	MCF7	JUN	0.3147	0.374865134865135	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR177HDZ.FOS.HEPG2	HEPG2	FOS	-0.34824	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR180NCY.MTA3.K562	K562	MTA3	-0.34288	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR184MFH.ZFP36.HELA_S3	HELA S3	ZFP36	-0.37074	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR189PYJ.SMAD2.K562	K562	SMAD2	-0.46187	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR194IJN.ZNF766.K562	K562	ZNF766	-0.33857	0.351204819277108	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR197DJH.SREBF1.MCF7	MCF7	SREBF1	-0.33923000000000003	0.0425030376670717	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR198ZYJ.RAD21.NEURAL	NEURAL	RAD21	-0.32993	0.0128571428571429	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR199WXF.EED.GM12878	GM12878	EED	-0.33565	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR205FOW.ATF3.LIVER	LIVER	ATF3	0.32029	0.15682505399568	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR207PFI.ZBED1.GM12878	GM12878	ZBED1	-0.32632	0.10238636363636401	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR219MKK.DEK.HELA_S3	HELA S3	DEK	-0.34102	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR224IKA.TFDP1.K562	K562	TFDP1	-0.37353000000000003	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR234VCE.DPF2.MCF7	MCF7	DPF2	-0.32595	0.0462545454545455	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR237YZZ.MAFF.GM12878	GM12878	MAFF	-0.36871	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR239ZLZ.FOSL1.K562	K562	FOSL1	-0.31940999999999997	0.13993399339933998	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR251OVJ.SMAD5.GM12878	GM12878	SMAD5	-0.34028	0.00754985754985755	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR253OON.ATF1.HEPG2	HEPG2	ATF1	-0.37274	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR257XVY.ZNF83.K562	K562	ZNF83	-0.36123	0.0102627939142462	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR264RJX.POU5F1.ESC	ESC	POU5F1	-0.31229	0.37728813559322	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR274CGK.PAX8.K562	K562	PAX8	-0.37634	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR277DMR.ETV1.K562	K562	ETV1	-0.3493	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR277OOQ.ZC3H11A.A549	A549	ZC3H11A	0.32892	0.185330490405117	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR278JQG.IKZF1.HEPG2	HEPG2	IKZF1	-0.40089	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR283OLA.DNMT3B.HEPG2	HEPG2	DNMT3B	-0.35469	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR286PCG.ZBED1.K562	K562	ZBED1	-0.35904	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR288IJC.MAZ.MCF7	MCF7	MAZ	-0.34460999999999997	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR290MUH.GABPA.K562	K562	GABPA	-0.3481	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR294JWV.ZFP36.A549	A549	ZFP36	-0.3344	0.0646948356807512	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR302AWT.FOXK2.K562	K562	FOXK2	-0.33348	0.00754985754985755	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR314BBS.PTTG1.K562	K562	PTTG1	-0.30705	0.507852283770651	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR322CFO.ZEB2.K562	K562	ZEB2	-0.33387	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR331HPA.GABPA.GM12878	GM12878	GABPA	-0.32592	0.0657845433255269	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR331ORD.CREB1.HEPG2	HEPG2	CREB1	-0.32316	0.143493449781659	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR332EYT.STAT1.GM12878	GM12878	STAT1	-0.37322	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR338QAC.ELK1.K562	K562	ELK1	-0.34426999999999996	0.0128571428571429	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR347NOB.CEBPZ.GM12878	GM12878	CEBPZ	-0.39192	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR348JOJ.MTA1.MCF7	MCF7	MTA1	-0.34165999999999996	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR352BJL.ZNF318.K562	K562	ZNF318	-0.33526999999999996	0.0509615384615385	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR353HEP.TARDBP.K562	K562	TARDBP	-0.36339	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR356WVQ.KAT2B.A549	A549	KAT2B	-0.4142	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR359NFW.USF2.K562	K562	USF2	-0.3477	0.00616279069767442	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR364SNE.POU5F1.K562	K562	POU5F1	-0.38838	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR376WCJ.IRF2.K562	K562	IRF2	-0.35819	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR382AIB.DDX20.K562	K562	DDX20	-0.33136	0.178179871520343	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR382MOM.YY1.LIVER	LIVER	YY1	-0.33258000000000004	0.00616279069767442	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR382WLL.ELK1.MCF7	MCF7	ELK1	-0.35935	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR385AHH.ZNF24.K562	K562	ZNF24	-0.33916999999999997	0.00616279069767442	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR387SYS.DEAF1.K562	K562	DEAF1	-0.39035	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR387UWP.HDAC1.K562	K562	HDAC1	-0.33855999999999997	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR391JII.RCOR1.MCF7	MCF7	RCOR1	-0.33035	0.0566508313539192	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR392EAA.CHD1.HELA_S3	HELA S3	CHD1	-0.34842	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR395HWC.IKZF1.K562	K562	IKZF1	-0.33479000000000003	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR396QWK.MBD1_ISOF1.HEPG2	HEPG2	MBD1_ISOF1	-0.36648000000000003	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR398YBM.CHD1.A549	A549	CHD1	-0.33576999999999996	0.00754985754985755	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR404BPV.SMC3.NEURAL	NEURAL	SMC3	-0.33599	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR407BEZ.ZHX2.HEPG2	HEPG2	ZHX2	-0.34618000000000004	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR408JQO.IRF3.GM12878	GM12878	IRF3	-0.40284000000000003	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR410DWC.PYGO2.K562	K562	PYGO2	-0.3337	0.0969142857142857	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR411UYA.MTA2.K562	K562	MTA2	-0.33837	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR412CTM.SUZ12.K562	K562	SUZ12	-0.38234	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR412QBS.TARDBP.GM12878	GM12878	TARDBP	-0.33739	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR414TYY.RUNX1.K562	K562	RUNX1	-0.36805	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR416QLJ.CBFB.K562	K562	CBFB	-0.33046	0.0089451476793249	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR426MDV.MIER1.K562	K562	MIER1	-0.34575	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR427BBI.MLLT1.MCF7	MCF7	MLLT1	-0.35633000000000004	0.0102627939142462	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR440VKE.ADNP.K562	K562	ADNP	-0.3508	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR445ACU.SOX13.HEPG2	HEPG2	SOX13	-0.31817	0.169645542427497	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR446LAV.DDX20.K562	K562	DDX20	-0.35548	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR449UFF.ZKSCAN1.MCF7	MCF7	ZKSCAN1	-0.35533000000000003	0.00754985754985755	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR452YHM.SIN3B.HEPG2	HEPG2	SIN3B	-0.34736	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR459FTB.UBTF.GM12878	GM12878	UBTF	-0.35131999999999997	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR464DKE.CTCF.LOUCY	LOUCY	CTCF	-0.34048	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR465VLK.FOXK2.MCF7	MCF7	FOXK2	-0.4009	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR468LUO.SIN3A.MCF7	MCF7	SIN3A	-0.34438	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR473SUA.ESRRA.A549	A549	ESRRA	-0.36879	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR480LIS.ATF3.LIVER	LIVER	ATF3	-0.3052	0.47890944498539395	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR485GKE.NFE2L2.K562	K562	NFE2L2	-0.3389	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR486IFJ.ESRRA.K562	K562	ESRRA	-0.35073000000000004	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR488EES.NFE2L2.HEPG2	HEPG2	NFE2L2	-0.30822	0.40315789473684205	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR494TDU.NRF1.K562	K562	NRF1	-0.3555	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR501DKS.TCF7.GM12878	GM12878	TCF7	0.32099	0.222042105263158	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR506CVF.RB1.K562	K562	RB1	-0.3681	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR508DQA.FOXK2.K562	K562	FOXK2	-0.34231	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR509GDT.GFI1B.K562	K562	GFI1B	-0.34207	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR513XQX.SIN3A.A549	A549	SIN3A	-0.34847	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR514VAY.HCFC1.GM12878	GM12878	HCFC1	-0.34346	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR517QHU.BHLHE40.GM12878	GM12878	BHLHE40	-0.34526999999999997	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR518WPL.NR2F6.HEPG2	HEPG2	NR2F6	-0.32606999999999997	0.0375794621026895	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR524BUE.RAD51.K562	K562	RAD51	-0.35001	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR529JYA.HCFC1.HEPG2	HEPG2	HCFC1	-0.34734	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR534VHI.ETS1.ESC	ESC	ETS1	-0.34418000000000004	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR541WQI.MAFK.A549	A549	MAFK	-0.32364	0.0544563918757467	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR546KCN.FOSL2.MCF7	MCF7	FOSL2	-0.30903	0.40615841584158396	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR550HCT.KLF1.K562	K562	KLF1	-0.36943000000000004	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR551ZDZ.MTA2.MCF7	MCF7	MTA2	-0.42738999999999994	0.0154641909814324	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR555PBN.MAFK.MCF7	MCF7	MAFK	0.30488000000000004	0.539244186046512	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR557JTZ.GTF2F1.MCF7	MCF7	GTF2F1	-0.34356	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR557RVF.ZHX1.K562	K562	ZHX1	-0.36589	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR563FBT.USF2.A549	A549	USF2	-0.35918	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR563YDA.HDGF.K562	K562	HDGF	-0.34844	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR571PDN.SSRP1.HEPG2	HEPG2	SSRP1	-0.34961	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR580IAO.ZNF197.K562	K562	ZNF197	-0.37933	0.0352897657213317	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR584GHV.NFE2L2.A549	A549	NFE2L2	-0.32750999999999997	0.0947079037800687	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR585CVE.BACH1.GM12878	GM12878	BACH1	-0.37343000000000004	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR587OQL.SMARCA4.K562	K562	SMARCA4	-0.33426999999999996	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR588AKU.RUNX1.K562	K562	RUNX1	-0.36282	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR590CNM.GATA4.HEPG2	HEPG2	GATA4	-0.33126	0.0205958549222798	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR597VGC.ETV6.GM12878	GM12878	ETV6	-0.36546999999999996	0.0521728691476591	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR603XLW.ZNF589.K562	K562	ZNF589	-0.3352	0.0624263839811543	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR608HVP.KLF13.K562	K562	KLF13	-0.35844000000000004	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR611WZO.SREBF2.HELA_S3	HELA S3	SREBF2	-0.36489	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR616WEG.HBP1.HEPG2	HEPG2	HBP1	-0.34459	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR618GDK.CEBPZ.K562	K562	CEBPZ	-0.40751	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR618ICR.RCOR1.A549	A549	RCOR1	-0.41572	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR619GFP.HINFP.K562	K562	HINFP	-0.36927	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR620VIC.CEBPG.K562	K562	CEBPG	0.30380999999999997	0.5743792107795961	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR620YNB.KAT2B.HEPG2	HEPG2	KAT2B	-0.34924	0.057841043890865994	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR623KNM.ELK1.A549	A549	ELK1	-0.38854	0.0230729833546735	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR626VUC.ETV6.GM12878	GM12878	ETV6	-0.31664000000000003	0.22491596638655498	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR632SHZ.NFE2L1.K562	K562	NFE2L1	0.3115	0.432737978410206	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR633EIC.PBX2.K562	K562	PBX2	-0.34929	0.0205958549222798	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR635GTR.TEAD2.K562	K562	TEAD2	-0.33391	0.236045785639958	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR636EYA.CTBP1.MCF7	MCF7	CTBP1	-0.33539	0.00331768388106416	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR636YLV.MAZ.A549	A549	MAZ	-0.3591	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR637QAM.TRIM22.GM12878	GM12878	TRIM22	-0.33773000000000003	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR638QYO.SREBF2.A549	A549	SREBF2	-0.50337	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR642VZY.KDM4B.K562	K562	KDM4B	-0.35441	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR646CKG.EZH2.KARPAS422	KARPAS422	EZH2	-0.31883	0.736473933649289	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR648INT.ILK.K562	K562	ILK	0.31969000000000003	0.344446680080483	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR656JZL.HHEX.HEPG2	HEPG2	HHEX	-0.32106	0.24546209761163	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR657EOF.NFRKB.K562	K562	NFRKB	-0.33078	0.0180839895013123	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR663ZZZ.MNT.MCF7	MCF7	MNT	-0.34168000000000004	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR664POU.RELA.GM12878	GM12878	RELA	-0.34757	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR669LCD.ATF4.HEPG2	HEPG2	ATF4	-0.34705	0.126868008948546	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR671GFC.TAF7.K562	K562	TAF7	-0.35629	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR675LRO.MLLT1.K562	K562	MLLT1	-0.33028	0.0340667490729295	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR679FAB.RNF2.GM12878	GM12878	RNF2	-0.34765999999999997	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR680OFU.EP300.HELA_S3	HELA S3	EP300	-0.34645	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR681NOM.CEBPB.GM12878	GM12878	CEBPB	-0.3487	0.0141522029372497	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR697CUP.HCFC1.MCF7	MCF7	HCFC1	-0.34792	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR699TNT.BACH1.HEPG2	HEPG2	BACH1	-0.32443	0.14533188248095802	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR706BJO.ZBTB11.K562	K562	ZBTB11	-0.35778000000000004	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR709DRM.E2F5.K562	K562	E2F5	-0.37026	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR714YZG.ETV4.HEPG2	HEPG2	ETV4	-0.34556	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR715CCR.DPF2.K562	K562	DPF2	-0.33399999999999996	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR725LYT.ARID3A.GM12878	GM12878	ARID3A	-0.36038000000000003	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR729HVR.ZNF644.K562	K562	ZNF644	-0.32986	0.100205011389522	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR737LTZ.MYNN.K562	K562	MYNN	-0.35759	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR737UST.ZNF740.K562	K562	ZNF740	-0.382	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR739IHN.TBX21.GM12878	GM12878	TBX21	-0.3324	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR740NPG.BACH1.K562	K562	BACH1	-0.32066999999999996	0.19692144373672998	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR744XTG.SUZ12.GM12878	GM12878	SUZ12	-0.35355	0.00478195488721805	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR750LYM.NR2C2.K562	K562	NR2C2	-0.33852	0.00754985754985755	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR756ZKG.CTCF.OCILY3	OCILY3	CTCF	-0.3408	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR757IIU.HMBOX1.K562	K562	HMBOX1	-0.31811999999999996	0.15682505399568	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR769ZTN.GTF2F1.GM12878	GM12878	GTF2F1	-0.34434000000000003	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR771GTF.SUZ12.HEPG2	HEPG2	SUZ12	-0.40518000000000004	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR772EEN.RELA.K562	K562	RELA	-0.35863	0.0	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR782WRO.BMI1.K562	K562	BMI1	-0.3593	0.00178151260504202	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
ENCSR787RVK.TSC22D4.K562	K562	TSC22D4	-0.48696999999999996	0.0290773067331671	drug_conc_40_vs_0.enrichment	4hr_DMSO	4hr_40nmSY5609
